row_number,religion,denomination,sub_denomination,sub_denomination_2,leader,old_since,new_since,precision_before,precision_after,tenure_basis,source_type,source_url,notes
188,Islam,Sunni,Barelvi,Sunni / International / Barelvi movement / Sunni Dawate Islami,Shakir Ali Noori / Ameer,1990,1990,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Sunni_Dawate_Islami,Search query `Shakir Ali Noori Sunni` matched `Sunni Dawate Islami` with score 17
189,Islam,Sunni,Barelvi,Sunni / International / Barelvi movement / World Islamic Mission,Qamaruzzaman Azmi / President,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Qamaruzzaman_Azmi,Search query `Qamaruzzaman Azmi / President Sunni / International / Barelvi movement / World Islamic Mission` matched `Qamaruzzaman Azmi` with score 36
190,Islam,Sunni,Barelvi,Sunni / International / Barelvi movement / World Sunni Movement,Syed Mohammad Saifur Rahman / Chief Advisor,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Barelvi_movement,Search query `Syed Mohammad Saifur Rahman Sunni` matched `Barelvi movement` with score 21
191,Islam,Sunni,,Deobandi movement,Taqi Usmani / Sheikh ul Islam,2004,2004,year,year,,manual_review,https://en.wikipedia.org/wiki/Taqi_Usmani,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start`; Search query `Taqi Usmani / Sheikh ul Islam Deobandi movement` matched `Taqi Usmani` with score 36
192,Islam,Sunni,,Sunni / International / International Islamic Council for Da'wah and Relief,Abdullah bin Abdulaziz Al-Musleh / Secretary-General,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/International_Islamic_Council_for_Da'wah_and_Relief,Search query `Abdullah bin Abdulaziz Al-Musleh` matched `International Islamic Council for Da'wah and Relief` with score 31
193,Islam,Sunni,,Sunni / International / International Islamic Council for Da'wah and Relief / Muslim World League,Muhammad bin Abdul Karim Issa / Secretary General,2016,August 12th 2016,year,day,term_start,secondary_wikipedia,https://en.wikipedia.org/wiki/Mohammad_bin_Abdulkarim_Al-Issa,Wikipedia infobox field `term_start`; Search query `Muhammad bin Abdul Karim Issa Sunni` matched `Mohammad bin Abdulkarim Al-Issa` with score 31
194,Islam,Sunni,,Sunni / International / International Islamic Council for Da'wah and Relief / World Muslim Congress / President,Abdullah Omar Nasseef,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Jamia_Faridia,Search query `Abdullah Omar Nasseef Sunni` matched `Jamia Faridia` with score 11
195,Islam,Sunni,,Sunni / International / International Islamic Council for Da'wah and Relief / World Muslim Congress / Secretary General,Raja Zafar-ul-Haq,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Alaul_Haq,Search query `Raja Zafar-ul-Haq Sunni` matched `Alaul Haq` with score 14
196,Islam,Sunni,,Sunni / International / Muslim Brotherhood,Mohammed Badie / General Guide,2010,January 16th 2010,year,day,term_start,secondary_wikipedia,https://en.wikipedia.org/wiki/Mohammed_Badie,Wikipedia infobox field `term_start`; Search query `General Guide` matched `Mohammed Badie` with score 39
198,Islam,Sunni,,Sunni / Australia / Grand Mufti of Australia,Ibrahim Abu Mohamed,2018,July 2018,year,month,manual_review,secondary_wikipedia,https://en.wikipedia.org/wiki/Grand_Mufti_of_Australia,Manual review used the current-term resumption month from the Grand Mufti of Australia page.
199,Islam,Sunni,,Sunni / Bosnia and Herzegovina / Islamic Community of Bosnia and Herzegovina,Husein Kavazović / Grand Mufti,2012,November 2012,year,month,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Husein_Kavazović,Wikipedia lead extract; Search query `Husein Kavazović / Grand Mufti Sunni / Bosnia and Herzegovina / Islamic Community of Bosnia and Herzegovina` matched `Husein Kavazović` with score 41
200,Islam,Sunni,,Sunni / China / Islamic Association of China,Xilalunding Chen Guangyuan / President,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Islamic_Association_of_China,Search query `Xilalunding Chen Guangyuan` matched `Islamic Association of China` with score 19
201,Islam,Sunni,,Sunni / Indonesia / Indonesian Ulema Council,Anwar Iskandar / chairman,2023,2023,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Indonesian_Ulama_Council,Search query `Anwar Iskandar` matched `Indonesian Ulama Council` with score 10
202,Islam,Sunni,,Sunni / Indonesia / Muhammadiyah,Haedar Nashir,2015,August 6th 2015,year,day,term_start1,secondary_wikipedia,https://en.wikipedia.org/wiki/Haedar_Nashir,Wikipedia infobox field `term_start1`; Search query `Haedar Nashir Sunni / Indonesia / Muhammadiyah` matched `Haedar Nashir` with score 34
203,Islam,Sunni,,Sunni / Indonesia / Nahdlatul Ulama / Spiritual leader,Miftachul Akhyar,2018,September 22nd 2018,year,day,term_start,secondary_wikipedia,https://en.wikipedia.org/wiki/Miftachul_Achyar,Wikipedia infobox field `term_start`; Search query `Miftachul Akhyar` matched `Miftachul Achyar` with score 11
204,Islam,Sunni,,Sunni / Indonesia / Nahdlatul Ulama / Chairman,Yahya Cholil Staquf,2021,December 24th 2021,year,day,term_start1,secondary_wikipedia,https://en.wikipedia.org/wiki/Yahya_Cholil_Staquf,Wikipedia infobox field `term_start1`; Search query `Yahya Cholil Staquf Sunni / Indonesia / Nahdlatul Ulama / Chairman` matched `Yahya Cholil Staquf` with score 43
205,Islam,Sunni,,Sunni / Israel and Palestine / Grand Mufti of Jerusalem,Muhammad Ahmad Hussein,2006,July 2006,year,month,period,secondary_wikipedia,https://en.wikipedia.org/wiki/Muhammad_Ahmad_Hussein,Wikipedia infobox field `period`; Search query `Muhammad Ahmad Hussein Sunni` matched `Muhammad Ahmad Hussein` with score 42
206,Islam,Sunni,,Sunni / Kazakhstan / Spiritual Administration of the Muslims of Kazakhstan,Yerzhan Malgajyuly Mayamerov / Grand Mufti,2013,2013,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Grand_Mufti,Search query `Grand Mufti Sunni / Kazakhstan / Spiritual Administration of the Muslims of Kazakhstan` matched `Grand Mufti` with score 29
207,Islam,Sunni,,Sunni / Malaysia / Fatwa Committee of the National Council for Islamic Religious Affairs,Nooh Gadut / Chairman,2022,2022,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Segamat_District,Search query `Nooh Gadut` matched `Segamat District` with score 6
208,Islam,Sunni,,Sunni / North Macedonia / Islamic Religious Community of Macedonia,Zejnulla Fazliu / Islamic religious leader,1990,1990,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Islamic_religious_leaders,Search query `Islamic religious leader` matched `Islamic religious leaders` with score 32
209,Islam,Sunni,,Sunni / Russia / Central Spiritual Administration of the Muslims of Russia,Talgat Tadzhuddin / Shaikh al-Islam / Grand Mufti,1992,1992,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Talgat_Tadzhuddin,Best candidate `1980` did not improve precision over `1992`; Wikipedia lead extract; Search query `Talgat Tadzhuddin Sunni / Russia / Central Spiritual Administration of the Muslims of Russia` matched `Talgat Tadzhuddin` with score 44
210,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of Russian Federation and Russian Council of Muftis,Rawil Ğaynetdin / Grand Mufti and Chairman,1996,July 1st 1996,year,day,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Rawil_Ğaynetdin,Wikipedia lead extract; Search query `Rawil Ğaynetdin / Grand Mufti and Chairman Sunni / Russia / Spiritual Administration of the Muslims of Russian Federation and Russian Council of Muftis` matched `Rawil Ğaynetdin` with score 42
211,Islam,Sunni,,Sunni / Russia / Spiritual Assembly of the Muslims of Russia,Albir Krganov / Mufti,2016,2016,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Albir Krganov` matched `List of Islamic muftiates` with score 20
212,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Asian Part of Russia,Nafigulla Ashirov / Mufti,1997,1997,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Nafigulla Ashirov` matched `List of Islamic muftiates` with score 20
213,Islam,Sunni,,Sunni / Russia / Coordinating Center of North Caucasus Muslims,Ismail Berdiyev / Chairman,2003,2003,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ismail_Berdiyev,Search query `Ismail Berdiyev Sunni` matched `Ismail Berdiyev` with score 33
214,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Republic of Adygea and Krasnodar Krai,Askarbiy Kardanov / Mufti,2012,2012,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Askarbiy Kardanov` matched `List of Islamic muftiates` with score 19
215,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Republic of Bashkortostan,Ainur Birgalin / Mufti,2019,2019,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Ainur Birgalin` matched `List of Islamic muftiates` with score 19
216,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Chechen Republic,Salah Mezhiev / Mufti,2014,2014,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Salah_Mezhiev,Best candidate `2014` did not improve precision over `2014`; Wikipedia lead extract; Search query `Salah Mezhiev / Mufti Sunni / Russia / Spiritual Administration of the Muslims of the Chechen Republic` matched `Salah Mezhiev` with score 36
217,Islam,Sunni,,Sunni / Russia / Muftiate of the Republic of Dagestan,Ahmad Afandi Abdulaev / Mufti,1998,1998,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ahmad_Afandi_Abdulaev,Search query `Ahmad Afandi Abdulaev / Mufti Sunni / Russia / Muftiate of the Republic of Dagestan` matched `Ahmad Afandi Abdulaev` with score 48
218,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Kabardino-Balkarian Republic,Hazrataliy Dzasejev / Mufti,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Hazrataliy Dzasejev` matched `List of Islamic muftiates` with score 19
219,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Karachay-Cherkess Republic,Ismail Berdiyev / Mufti,1991,1991,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ismail_Berdiyev,Search query `Ismail Berdiyev Sunni` matched `Ismail Berdiyev` with score 34
220,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Republic of North Ossetia–Alania,Khajimurat Gatsalov / Mufti,2011,2011,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Khajimurat Gatsalov` matched `List of Islamic muftiates` with score 19
221,Islam,Sunni,,Sunni / Russia / Spiritual Administration of the Muslims of the Republic of Tatarstan,Kamil Samigullin / Mufti,2013,2013,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Spiritual_Administration_of_Muslims_of_the_Republic_of_Tatarstan,Search query `Kamil Samigullin Sunni` matched `Spiritual Administration of Muslims of the Republic of Tatarstan` with score 14
222,Islam,Sunni,,Sunni / Saudi Arabia / Council of Senior Scholars and Permanent Committee for Scholarly Research and Ifta,Salih al‑Fawzan,2025,October 22nd 2025,year,day,term_start1,secondary_wikipedia,https://en.wikipedia.org/wiki/Salih_al‑Fawzan,Wikipedia infobox field `term_start1`; Search query `Salih al‑Fawzan Sunni / Saudi Arabia / Council of Senior Scholars and Permanent Committee for Scholarly Research and Ifta` matched `Salih al‑Fawzan` with score 43
223,Islam,Sunni,,Sunni / Taiwan / Chinese Muslim Association,Dawood Cho Yong-tsing / President,2008,2008,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Chinese_Muslim_Association,Search query `Dawood Cho Yong-tsing` matched `Chinese Muslim Association` with score 19
224,Islam,Sunni,,Sunni / Ukraine / Spiritual Directorate of the Muslims of Crimea (Simferopol),Emirali Ablaev / Mufti,1999,1999,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/List_of_Islamic_muftiates,Search query `Emirali Ablaev` matched `List of Islamic muftiates` with score 21
225,Islam,Sunni,,Sunni / Uzbekistan / Muslim Board of Uzbekistan,Nuriddin Kholiqnazarov / Grand Mufti,2021,2021,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Grand_Mufti,Search query `Grand Mufti Sunni / Uzbekistan / Muslim Board of Uzbekistan` matched `Grand Mufti` with score 31
226,Islam,Sunni,,Sunni / Yemen / Dar al-Mustafa,Al-Habib Umar bin Hafidz,1997,1997,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Umar_bin_Hafiz,Search query `Al-Habib Umar bin Hafidz Sunni / Yemen / Dar al-Mustafa` matched `Umar bin Hafiz` with score 23
227,Islam,,,Shia / Twelver / Imams,Muhammad al-Mahdi / Imam,874,874,unknown,unknown,,secondary_wikipedia,https://en.wikipedia.org/wiki/Muhammad_al-Mahdi,Search query `Muhammad al-Mahdi / Imam Shia / Twelver / Imams` matched `Muhammad al-Mahdi` with score 41
228,Islam,,,Shia / Twelver / Marja' (current list),Hossein Noori-Hamedani,2000,2000,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Hossein_Noori_Hamedani,Search query `Hossein Noori-Hamedani Shia / Twelver / Marja' (current list)` matched `Hossein Noori Hamedani` with score 41
229,Islam,,,Shia / Twelver / Marja' (current list),Muhammad al-Fayadh,2008,2008,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Ali_al-Sistani,Best candidate `2004` did not improve precision over `2008`; Wikipedia lead extract; Search query `Muhammad al-Fayadh Shia / Twelver / Marja' (current list)` matched `Ali al-Sistani` with score 15
230,Islam,,,Shia / Twelver / Marja' (current list),Ali al-Sistani,1980,1980,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Ali_al-Sistani,Best candidate `2004` did not improve precision over `1980`; Wikipedia lead extract; Search query `Ali al-Sistani Shia / Twelver / Marja' (current list)` matched `Ali al-Sistani` with score 41
231,Islam,,,Shia / Twelver / Marja' (current list),Naser Makarem Shirazi,1998,1998,year,year,,manual_review,https://en.wikipedia.org/wiki/Naser_Makarem_Shirazi,Manual review rejected the automated match and restored the original value; Wikipedia infobox field `term_start1`; Search query `Naser Makarem Shirazi Shia / Twelver / Marja' (current list)` matched `Naser Makarem Shirazi` with score 41
232,Islam,,,Shia / Twelver / Marja' (current list),Hossein Waheed Khorasani,1995,1995,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Twelver_Shi'ism,Best candidate `1980` did not improve precision over `1995`; Wikipedia lead extract; Search query `Shia / Twelver / Marja' (current list)` matched `Twelver Shi'ism` with score -6
233,Islam,,,Shia / Twelver / Ahl Al-Bayt World Assembly,Mohammad Hasan Akhtari / General Secretary,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ahl_Al-Bayt_World_Assembly,Search query `Mohammad Hasan Akhtari` matched `Ahl Al-Bayt World Assembly` with score 19
234,Islam,,,Shia / Twelver / Bektashi Order,Baba Mondi,2011,2011,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Bektashism,Search query `Baba Mondi Shia / Twelver / Bektashi Order` matched `Bektashism` with score 9
235,Islam,,,Shia / Twelver / Religious Council of the Caucasus,Allahshukur Pashazadeh / Grand Mufti of the Caucasus,1992,1992,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Religious_Council_of_the_Caucasus,Search query `Allahshukur Pashazadeh of the Caucasus` matched `Religious Council of the Caucasus` with score 18
236,Islam,,,Shia / Ismaili / Dawoodi Bohras,Mufaddal Saifuddin / 53rd Da'i al-Mutlaq,2014,2014,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Mufaddal_Saifuddin,Search query `Mufaddal Saifuddin / 53rd Da'i al-Mutlaq Shia / Ismaili / Dawoodi Bohras` matched `Mufaddal Saifuddin` with score 60
237,Islam,,,Shia / Ismaili / Alawi Bohras,Haatim Zakiyuddin / 45th Da'i al-Mutlaq,2015,2015,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Alavi_Bohras,Search query `45th Da'i al-Mutlaq` matched `Alavi Bohras` with score 31
238,Islam,,,Shia / Ismaili / Nizari Ismailism,Aga Khan V / 50th Imam,2025,February 4th 2025,year,day,reign,secondary_wikipedia,https://en.wikipedia.org/wiki/Aga_Khan_V,Wikipedia infobox field `reign`; Search query `Aga Khan V / 50th Imam Shia / Ismaili / Nizari Ismailism` matched `Aga Khan V` with score 44
239,Islam,,,Shia / Zaidiyyah / Houthis,Abdul-Malik Badreddin al-Houthi / leader,2004,2004,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Hussein_al-Houthi,Search query `Abdul-Malik Badreddin al-Houthi / leader Shia / Zaidiyyah / Houthis` matched `Hussein al-Houthi` with score 23
240,Islam,,,Ahmadiyya / Ahmadiyya Community,Khalifatul Masih V / Mirza Masroor Ahmad,2003,April 22nd 2003,year,day,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Mirza_Masroor_Ahmad,Wikipedia lead extract; Search query `Khalifatul Masih V / Mirza Masroor Ahmad Ahmadiyya / Ahmadiyya Community` matched `Mirza Masroor Ahmad` with score 38
241,Islam,,,Nation of Islam,Louis Farrakhan / head,1981,1981,year,year,term_start,secondary_wikipedia,https://en.wikipedia.org/wiki/Louis_Farrakhan,Best candidate `1981` did not improve precision over `1981`; Wikipedia infobox field `term_start`; Search query `Louis Farrakhan / head Nation of Islam` matched `Louis Farrakhan` with score 38
242,Islam,,,Ibadi,Haitham bin Tariq / Sultan of Oman,2015,2015,year,year,termstart,secondary_wikipedia,https://en.wikipedia.org/wiki/Haitham_bin_Tariq,Best candidate `1986` did not improve precision over `2015`; Wikipedia infobox field `termstart`; Search query `Haitham bin Tariq / Sultan of Oman Ibadi` matched `Haitham bin Tariq` with score 45
243,Judaism,,,Israel / Ashkenazi,Kalman Ber / Ashkenazi Chief Rabbi,2024,2024,year,year,began,secondary_wikipedia,https://en.wikipedia.org/wiki/Kalman_Ber,Best candidate `2013` did not improve precision over `2024`; Wikipedia infobox field `began`; Search query `Kalman Ber / Ashkenazi Chief Rabbi Israel / Ashkenazi` matched `Kalman Ber` with score 39
244,Judaism,,,Israel / Sephardic,David Yosef / Sephardic Chief Rabbi,2024,2024,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/David_Yosef,Search query `David Yosef Israel / Sephardic` matched `David Yosef` with score 39
245,Judaism,,,Israel / Military Rabbinate,Eyal Karim / Chief Rabbi,2016,2016,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Chief_Rabbi,Search query `Eyal Karim Israel / Military Rabbinate` matched `Chief Rabbi` with score 23
246,Judaism,,,Russia / Congress of the Jewish Religious Organizations and Associations in Russia,Adolf Shayevich / Chief Rabbi of Russia,1993,1993,year,year,term_start1,secondary_wikipedia,https://en.wikipedia.org/wiki/Adolf_Shayevich,Best candidate `1983` did not improve precision over `1993`; Wikipedia infobox field `term_start1`; Search query `Adolf Shayevich of Russia` matched `Adolf Shayevich` with score 38
247,Judaism,,,Russia / Federation of Jewish Communities of Russia,Berel Lazar / Chief Rabbi of Russia,2000,June 13th 2000,year,day,began,secondary_wikipedia,https://en.wikipedia.org/wiki/Berel_Lazar,Wikipedia infobox field `began`; Search query `Berel Lazar / Chief Rabbi of Russia Russia / Federation of Jewish Communities of Russia` matched `Berel Lazar` with score 39
248,Judaism,,,Ireland,Zalman Lent / Acting Chief Rabbi,2008,2008,year,year,,manual_review,https://en.wikipedia.org/wiki/Yaakov_Pearlman,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Zalman Lent` matched `Yaakov Pearlman` with score 9
249,Judaism,,,Chief Rabbis of the United Hebrew Congregations,Ephraim Mirvis / Chief Rabbi,2013,September 1st 2013,year,day,began,secondary_wikipedia,https://en.wikipedia.org/wiki/Ephraim_Mirvis,Wikipedia infobox field `began`; Search query `Chief Rabbi Chief Rabbis of the United Hebrew Congregations` matched `Ephraim Mirvis` with score 37
250,Judaism,,,Union for Reform Judaism (North America),Richard Jacobs / President,2012,2012,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Richard_Jacobs_(rabbi),Search query `Richard Jacobs / President Union for Reform Judaism (North America)` matched `Richard Jacobs (rabbi)` with score 38
251,New religious movements,,,Baháʼí Faith / Universal House of Justice,Paul Lample,2005,2005,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Paul Lample Baháʼí Faith / Universal House of Justice` matched `Universal House of Justice` with score -2
252,New religious movements,,,Baháʼí Faith / Universal House of Justice,Payman Mohajer,2005,2005,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Payman Mohajer Baháʼí Faith / Universal House of Justice` matched `Universal House of Justice` with score -2
253,New religious movements,,,Baháʼí Faith / Universal House of Justice,Shahriar Razavi,2008,2008,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Shahriar Razavi` matched `Universal House of Justice` with score 14
254,New religious movements,,,Baháʼí Faith / Universal House of Justice,Ayman Rouhani,2013,2013,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Ayman Rouhani` matched `Universal House of Justice` with score 14
255,New religious movements,,,Baháʼí Faith / Universal House of Justice,Chuungu Malitonga,2013,2013,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Chuungu Malitonga` matched `Universal House of Justice` with score 14
256,New religious movements,,,Baháʼí Faith / Universal House of Justice,Praveen Mallik,2018,2018,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Praveen Mallik` matched `Universal House of Justice` with score 14
257,New religious movements,,,Baháʼí Faith / Universal House of Justice,Juan Francisco Mora,2018,2018,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Juan Francisco Mora` matched `Universal House of Justice` with score 17
258,New religious movements,,,Baháʼí Faith / Universal House of Justice,Andrej Donoval,2023,2023,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Andrej Donoval` matched `Universal House of Justice` with score 14
259,New religious movements,,,Baháʼí Faith / Universal House of Justice,Albert Nshisu Nsunga,2023,2023,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Universal_House_of_Justice,Search query `Albert Nshisu Nsunga` matched `Universal House of Justice` with score 17
260,New religious movements,,,Radha Soami / Radha Soami Satsang Beas,Gurinder Singh / Guru,1990,1990,year,year,period,secondary_wikipedia,https://en.wikipedia.org/wiki/Gurinder_Singh,Best candidate `1990` did not improve precision over `1990`; Wikipedia infobox field `period`; Search query `Gurinder Singh / Guru Radha Soami / Radha Soami Satsang Beas` matched `Gurinder Singh` with score 38
261,New religious movements,,,Radha Soami / Radja Soami Satsang Dayalbagh,Prem Saran Satsangi / Guru,2002,2002,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_21st-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Prem Saran Satsangi / Guru Radha Soami / Radja Soami Satsang Dayalbagh` matched `List of 21st-century religious leaders` with score 6
262,New religious movements,,,Radha Soami / Radha Swami Satsang / Dinod,Huzur Kanwar Saheb / Guru,present,present,present,present,,secondary_wikipedia,https://en.wikipedia.org/wiki/Gurus_of_Shabdism,Search query `Huzur Kanwar Saheb` matched `Gurus of Shabdism` with score 28
263,New religious movements,,,Scientology / Church of Scientology,David Miscavige / President of Scientology; Chairman of the Board of the Religious Technology Center,1987,1987,year,year,,secondary_wikipedia,"https://en.wikipedia.org/wiki/Ruthless:_Scientology,_My_Son_David_Miscavige,_and_Me","Search query `David Miscavige Scientology / Church of Scientology` matched `Ruthless: Scientology, My Son David Miscavige, and Me` with score 43"
264,New religious movements,,,Others / Eckankar,Harold Klemp / Mahanta,1981,1981,year,year,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Paul_Twitchell,Best candidate `1965` did not improve precision over `1981`; Wikipedia lead extract; Search query `Harold Klemp / Mahanta Others / Eckankar` matched `Paul Twitchell` with score 10
265,New religious movements,,,Others / Elan Vital,Prem Rawat,1983,1983,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Prem_Rawat,Search query `Prem Rawat Others / Elan Vital` matched `Prem Rawat` with score 36
266,New religious movements,,,Others / Falun Gong,Li Hongzhi / Spiritual Master,1992,1992,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Li_Hongzhi,Search query `Spiritual Master Others / Falun Gong` matched `Li Hongzhi` with score 36
267,New religious movements,,,Others / Guanyin Famen,Ching Hai / Supreme Master,1988,1988,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ching_Hai,Search query `Ching Hai Others / Guanyin Famen` matched `Ching Hai` with score 37
268,New religious movements,,,Others / LaVeyan Satanism,Peter H. Gilmore / Magus,2001,2001,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Peter_H._Gilmore,Search query `Peter H. Gilmore / Magus Others / LaVeyan Satanism` matched `Peter H. Gilmore` with score 40
269,New religious movements,,,Others / Movement of Spiritual Inner Awareness,John K. Morton / Spiritual Director,2014,2014,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/John-Roger_Hinkins,Search query `John K. Morton` matched `John-Roger Hinkins` with score 23
270,New religious movements,,,Others / Science of Spirituality,Rajinder Singh / Spiritual Master,1989,1989,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Rajinder_Singh_(spiritual_master),Search query `Rajinder Singh / Spiritual Master Others / Science of Spirituality` matched `Rajinder Singh (spiritual master)` with score 62
271,New religious movements,,,Others / Tenrikyo,Nakayama Zenji / Shinbashira,1998,October 25th 1998,year,day,extract,secondary_wikipedia,https://en.wikipedia.org/wiki/Nakayama_Zenji,Wikipedia lead extract; Search query `Nakayama Zenji / Shinbashira Others / Tenrikyo` matched `Nakayama Zenji` with score 36
272,Other,,,Jainism / Śvētāmbara Terapanth,Mahashraman,2010,2010,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Mahashraman,Search query `Mahashraman Jainism / Śvētāmbara Terapanth` matched `Mahashraman` with score 27
273,Other,,,Ravidassia,Niranjan Dass / Sant,2007,2007,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Ravidassia,Search query `Niranjan Dass / Sant Ravidassia` matched `Ravidassia` with score 12
274,Other,,,Shinto,Naruhito / Emperor of Japan / head of Shinto,2019,May 1st 2019,year,day,reign,secondary_wikipedia,https://en.wikipedia.org/wiki/Naruhito,Wikipedia infobox field `reign`; Search query `Naruhito / Emperor of Japan / head of Shinto Shinto` matched `Naruhito` with score 31
275,Other,,,Shinto / Jinja Honcho,Atsuko Ikeda / Chairperson,1988,1988,year,year,,manual_review,https://en.wikipedia.org/wiki/List_of_20th-century_religious_leaders,Manual review rejected the automated match and restored the original value; Wikipedia lead extract; Search query `Atsuko Ikeda / Chairperson Shinto / Jinja Honcho` matched `List of 20th-century religious leaders` with score -6
276,Other,,,Shinto / Sectarian Shinto / Konkokyo,Heiki Konko / Spiritual Leader,1991,1991,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Konkokyo,Search query `Spiritual Leader Shinto / Sectarian Shinto / Konkokyo` matched `Konkokyo` with score 12
277,Other,,,Shinto / Sectarian Shinto / Kurozumikyō,Kurozumi Munemichi / Chief Patriarch,2017,2017,year,year,,secondary_wikipedia,https://en.wikipedia.org/wiki/Kurozumikyō,Search query `Kurozumi Munemichi` matched `Kurozumikyō` with score 14
